flow_id,path_latency(ms),bandwidth(Gbps),flow_size(MB),standard_time(ms)
DATA_B7b_DP0_PP2_TP0_Rank8_Rank4,2.2999999999999994,25,20.0,8.7
DATA_B8b_DP0_PP2_TP0_Rank8_Rank4,2.2999999999999994,25,20.0,8.7
DATA_B5a_DP0_PP2_TP0_Rank8_Rank4,2.2999999999999994,25,20.0,8.7
DATA_B6a_DP0_PP2_TP0_Rank8_Rank4,2.2999999999999994,25,20.0,8.7
DATA_B7a_DP0_PP2_TP0_Rank8_Rank4,2.2999999999999994,25,20.0,8.7
DATA_B8a_DP0_PP2_TP0_Rank8_Rank4,2.2999999999999994,25,20.0,8.7
DATA0_F999_DP8_PP2_TP0_Rank8_Rank9,0.1,200,7000.0,280.1
DATA1_F999_DP8_PP2_TP0_Rank8_Rank9,0.1,200,7000.0,280.1
DATA2_F999_DP8_PP2_TP0_Rank8_Rank9,0.1,200,7000.0,280.1
DATA3_F999_DP8_PP2_TP0_Rank8_Rank9,0.1,200,7000.0,280.1
DATA4_F999_DP8_PP2_TP0_Rank8_Rank9,0.1,200,7000.0,280.1
DATA5_F999_DP8_PP2_TP0_Rank8_Rank9,0.1,200,7000.0,280.1
DATA_F1a_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_F2a_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_F3a_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_F4a_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_F1b_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_F2b_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_F3b_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B1b_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F4b_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B2b_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F5a_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B3b_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F6a_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B4b_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F7a_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B1a_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F8a_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B2a_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F5b_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B3a_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F6b_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B4a_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F7b_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B5b_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_F8b_DP1_PP2_TP0_Rank9_Rank13,0.1,200,20.0,0.9
DATA_B6b_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_B7b_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_B8b_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_B5a_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_B6a_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_B7a_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA_B8a_DP1_PP2_TP0_Rank9_Rank5,2.2999999999999994,25,20.0,8.7
DATA0_F999_DP8_PP2_TP0_Rank9_Rank10,0.1,200,7000.0,280.1
DATA1_F999_DP8_PP2_TP0_Rank9_Rank10,0.1,200,7000.0,280.1
DATA2_F999_DP8_PP2_TP0_Rank9_Rank10,0.1,200,7000.0,280.1
DATA3_F999_DP8_PP2_TP0_Rank9_Rank10,0.1,200,7000.0,280.1
DATA4_F999_DP8_PP2_TP0_Rank9_Rank10,0.1,200,7000.0,280.1
DATA5_F999_DP8_PP2_TP0_Rank9_Rank10,0.1,200,7000.0,280.1
DATA_F1a_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_F2a_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_F3a_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_F4a_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_F1b_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_F2b_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_F3b_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B1b_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F4b_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B2b_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F5a_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B3b_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F6a_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B4b_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F7a_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B1a_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F8a_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B2a_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F5b_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B3a_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F6b_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B4a_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F7b_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B5b_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_F8b_DP2_PP2_TP0_Rank10_Rank14,0.1,200,20.0,0.9
DATA_B6b_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_B7b_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_B8b_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_B5a_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_B6a_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_B7a_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA_B8a_DP2_PP2_TP0_Rank10_Rank6,2.2999999999999994,25,20.0,8.7
DATA0_F999_DP8_PP2_TP0_Rank10_Rank11,0.1,200,7000.0,280.1
DATA1_F999_DP8_PP2_TP0_Rank10_Rank11,0.1,200,7000.0,280.1
DATA2_F999_DP8_PP2_TP0_Rank10_Rank11,0.1,200,7000.0,280.1
DATA3_F999_DP8_PP2_TP0_Rank10_Rank11,0.1,200,7000.0,280.1
DATA4_F999_DP8_PP2_TP0_Rank10_Rank11,0.1,200,7000.0,280.1
DATA5_F999_DP8_PP2_TP0_Rank10_Rank11,0.1,200,7000.0,280.1
DATA_F1a_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_F2a_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_F3a_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_F4a_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_F1b_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_F2b_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_F3b_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B1b_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F4b_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B2b_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F5a_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B3b_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F6a_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B4b_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F7a_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B1a_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F8a_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B2a_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F5b_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B3a_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F6b_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B4a_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F7b_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B5b_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_F8b_DP3_PP2_TP0_Rank11_Rank15,0.1,200,20.0,0.9
DATA_B6b_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_B7b_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_B8b_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_B5a_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_B6a_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_B7a_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA_B8a_DP3_PP2_TP0_Rank11_Rank7,2.2999999999999994,25,20.0,8.7
DATA0_F999_DP8_PP2_TP0_Rank11_Rank8,0.1,200,7000.0,280.1
DATA1_F999_DP8_PP2_TP0_Rank11_Rank8,0.1,200,7000.0,280.1
DATA2_F999_DP8_PP2_TP0_Rank11_Rank8,0.1,200,7000.0,280.1
DATA3_F999_DP8_PP2_TP0_Rank11_Rank8,0.1,200,7000.0,280.1
DATA4_F999_DP8_PP2_TP0_Rank11_Rank8,0.1,200,7000.0,280.1
DATA5_F999_DP8_PP2_TP0_Rank11_Rank8,0.1,200,7000.0,280.1
DATA_F1b_DP0_PP3_TP0_Rank12_Rank0,2.2999999999999994,25,20.0,8.7
DATA_F2b_DP0_PP3_TP0_Rank12_Rank0,2.2999999999999994,25,20.0,8.7
DATA_F3b_DP0_PP3_TP0_Rank12_Rank0,2.2999999999999994,25,20.0,8.7
DATA_F4b_DP0_PP3_TP0_Rank12_Rank0,2.2999999999999994,25,20.0,8.7
DATA_B1b_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B2b_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B3b_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B4b_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_F5b_DP0_PP3_TP0_Rank12_Rank0,2.2999999999999994,25,20.0,8.7
DATA_B1a_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_F6b_DP0_PP3_TP0_Rank12_Rank0,2.2999999999999994,25,20.0,8.7
DATA_B2a_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_F7b_DP0_PP3_TP0_Rank12_Rank0,2.2999999999999994,25,20.0,8.7
DATA_B3a_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_F8b_DP0_PP3_TP0_Rank12_Rank0,2.2999999999999994,25,20.0,8.7
DATA_B4a_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B5b_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B6b_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B7b_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B8b_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B5a_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B6a_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B7a_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA_B8a_DP0_PP3_TP0_Rank12_Rank8,0.1,200,20.0,0.9
DATA0_F999_DP12_PP3_TP0_Rank12_Rank13,0.1,200,7000.0,280.1
DATA1_F999_DP12_PP3_TP0_Rank12_Rank13,0.1,200,7000.0,280.1
DATA2_F999_DP12_PP3_TP0_Rank12_Rank13,0.1,200,7000.0,280.1
DATA3_F999_DP12_PP3_TP0_Rank12_Rank13,0.1,200,7000.0,280.1
DATA4_F999_DP12_PP3_TP0_Rank12_Rank13,0.1,200,7000.0,280.1
DATA5_F999_DP12_PP3_TP0_Rank12_Rank13,0.1,200,7000.0,280.1
DATA_F1b_DP1_PP3_TP0_Rank13_Rank1,2.2999999999999994,25,20.0,8.7
DATA_F2b_DP1_PP3_TP0_Rank13_Rank1,2.2999999999999994,25,20.0,8.7
DATA_F3b_DP1_PP3_TP0_Rank13_Rank1,2.2999999999999994,25,20.0,8.7
DATA_F4b_DP1_PP3_TP0_Rank13_Rank1,2.2999999999999994,25,20.0,8.7
DATA_B1b_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B2b_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B3b_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B4b_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_F5b_DP1_PP3_TP0_Rank13_Rank1,2.2999999999999994,25,20.0,8.7
DATA_B1a_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_F6b_DP1_PP3_TP0_Rank13_Rank1,2.2999999999999994,25,20.0,8.7
DATA_B2a_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_F7b_DP1_PP3_TP0_Rank13_Rank1,2.2999999999999994,25,20.0,8.7
DATA_B3a_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_F8b_DP1_PP3_TP0_Rank13_Rank1,2.2999999999999994,25,20.0,8.7
DATA_B4a_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B5b_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B6b_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B7b_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B8b_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B5a_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B6a_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B7a_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA_B8a_DP1_PP3_TP0_Rank13_Rank9,0.1,200,20.0,0.9
DATA0_F999_DP12_PP3_TP0_Rank13_Rank14,0.1,200,7000.0,280.1
DATA1_F999_DP12_PP3_TP0_Rank13_Rank14,0.1,200,7000.0,280.1
DATA2_F999_DP12_PP3_TP0_Rank13_Rank14,0.1,200,7000.0,280.1
DATA3_F999_DP12_PP3_TP0_Rank13_Rank14,0.1,200,7000.0,280.1
DATA4_F999_DP12_PP3_TP0_Rank13_Rank14,0.1,200,7000.0,280.1
DATA5_F999_DP12_PP3_TP0_Rank13_Rank14,0.1,200,7000.0,280.1
DATA_F1b_DP2_PP3_TP0_Rank14_Rank2,2.2999999999999994,25,20.0,8.7
DATA_F2b_DP2_PP3_TP0_Rank14_Rank2,2.2999999999999994,25,20.0,8.7
DATA_F3b_DP2_PP3_TP0_Rank14_Rank2,2.2999999999999994,25,20.0,8.7
DATA_F4b_DP2_PP3_TP0_Rank14_Rank2,2.2999999999999994,25,20.0,8.7
DATA_B1b_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B2b_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B3b_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B4b_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_F5b_DP2_PP3_TP0_Rank14_Rank2,2.2999999999999994,25,20.0,8.7
DATA_B1a_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_F6b_DP2_PP3_TP0_Rank14_Rank2,2.2999999999999994,25,20.0,8.7
DATA_B2a_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_F7b_DP2_PP3_TP0_Rank14_Rank2,2.2999999999999994,25,20.0,8.7
DATA_B3a_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_F8b_DP2_PP3_TP0_Rank14_Rank2,2.2999999999999994,25,20.0,8.7
DATA_B4a_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B5b_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B6b_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B7b_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B8b_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B5a_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B6a_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B7a_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA_B8a_DP2_PP3_TP0_Rank14_Rank10,0.1,200,20.0,0.9
DATA0_F999_DP12_PP3_TP0_Rank14_Rank15,0.1,200,7000.0,280.1
DATA1_F999_DP12_PP3_TP0_Rank14_Rank15,0.1,200,7000.0,280.1
DATA2_F999_DP12_PP3_TP0_Rank14_Rank15,0.1,200,7000.0,280.1
DATA3_F999_DP12_PP3_TP0_Rank14_Rank15,0.1,200,7000.0,280.1
DATA4_F999_DP12_PP3_TP0_Rank14_Rank15,0.1,200,7000.0,280.1
DATA5_F999_DP12_PP3_TP0_Rank14_Rank15,0.1,200,7000.0,280.1
DATA_F1b_DP3_PP3_TP0_Rank15_Rank3,2.2999999999999994,25,20.0,8.7
DATA_F2b_DP3_PP3_TP0_Rank15_Rank3,2.2999999999999994,25,20.0,8.7
DATA_F3b_DP3_PP3_TP0_Rank15_Rank3,2.2999999999999994,25,20.0,8.7
DATA_F4b_DP3_PP3_TP0_Rank15_Rank3,2.2999999999999994,25,20.0,8.7
DATA_B1b_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B2b_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B3b_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B4b_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_F5b_DP3_PP3_TP0_Rank15_Rank3,2.2999999999999994,25,20.0,8.7
DATA_B1a_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_F6b_DP3_PP3_TP0_Rank15_Rank3,2.2999999999999994,25,20.0,8.7
DATA_B2a_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_F7b_DP3_PP3_TP0_Rank15_Rank3,2.2999999999999994,25,20.0,8.7
DATA_B3a_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_F8b_DP3_PP3_TP0_Rank15_Rank3,2.2999999999999994,25,20.0,8.7
DATA_B4a_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B5b_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B6b_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B7b_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B8b_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B5a_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B6a_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B7a_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA_B8a_DP3_PP3_TP0_Rank15_Rank11,0.1,200,20.0,0.9
DATA0_F999_DP12_PP3_TP0_Rank15_Rank12,0.1,200,7000.0,280.1
DATA1_F999_DP12_PP3_TP0_Rank15_Rank12,0.1,200,7000.0,280.1
DATA2_F999_DP12_PP3_TP0_Rank15_Rank12,0.1,200,7000.0,280.1
DATA3_F999_DP12_PP3_TP0_Rank15_Rank12,0.1,200,7000.0,280.1
DATA4_F999_DP12_PP3_TP0_Rank15_Rank12,0.1,200,7000.0,280.1
DATA5_F999_DP12_PP3_TP0_Rank15_Rank12,0.1,200,7000.0,280.1
